cat,bio1,bio12,CTI_1K,ELEV_1K,EVI_mask_1,EVIM_1K,M13RB1ALT,M13RB2ALT,M13RB3ALT,M13RB7ALT,NPP_Mean_1,RELIEF_1K,SLOPE_1K,lstday,lstnight,coords.x1,coords.x2
7599,250,1162,18.218952,634,1,3086,1399,3299,766,2294,3092.688721,23,1,309,290,-1365700.88734771,652128.347646915
7600,253,1219,17.297459,577,1,2943,1145,2914,608,1739,2932.216553,25,1,307,290,-1394466.73554424,623689.039573003
7601,254,1215,12.978264,572,1,3194,954,2770,540,1541,2100.087158,24,2,306,290,-1412372.54443651,626613.298262825
7602,256,1223,15.117032,537,1,3193,928,2707,573,1477,3183.999512,21,1,306,290,-1414561.4666504,618848.600309562
7603,257,1341,13.020868,519,1,3375,1069,2970,664,1766,1484.405762,32,2,307,291,-1402593.94507112,523910.445876564
7604,243,1455,13.915854,779,1,3358,1005,2947,589,1614,2361.579346,20,1,307,290,-1301770.6225906,547666.649140776
7605,237,1481,15.603992,871,1,3380,1096,3078,619,1819,996.537415,35,0,306,291,-1282762.97242484,539192.18861797
7606,246,1193,14.824881,777,1,2902,1474,3304,750,2335,3028.431885,22,2,308,288,-1236785.27836343,614689.054141041
7607,242,1266,16.534235,869,1,2626,1372,3035,692,2196,3224.864014,20,1,308,289,-1229216.38129641,585985.36992661
7608,244,1208,12.978221,808,1,2704,1364,3040,705,2317,2999.766113,27,2,309,289,-1242939.00279483,612415.48267613
7609,244,1163,12.911256,829,1,2760,1376,3079,707,2395,2879.487061,21,1,308,289,-1225760.86138618,621174.590446466
7610,242,1275,15.241538,869,1,2708,1315,2986,676,2240,3253.739014,23,2,309,290,-1237723.66518537,587116.821825174
7611,247,1431,13.344092,684,1,3737,794,2746,605,1287,4129.439941,34,4,304,290,-1369073.52267749,487813.527709743
7612,241,1280,12.535138,900,1,2744,1350,3061,667,2220,3231.821045,17,2,309,290,-1236048.61622273,585954.24382099
7613,245,1347,15.12584,786,1,3080,1090,2900,626,1839,3003.301514,8,0,307,288,-1255634.0477942,569183.960550296
7614,245,1313,13.334081,802,1,2652,1450,3156,706,2273,3033.713867,29,1,308,289,-1254380.40737414,581746.714662454
7615,246,1334,12.859219,758,1,2943,1130,2862,627,1827,1571.700806,27,1,308,290,-1270360.35387655,579927.139831461
7616,245,1274,12.826639,787,1,2867,1212,2945,654,2067,3213.43335,25,2,308,289,-1250046.12673568,592195.023665821
7617,246,1291,14.556298,771,1,2871,1310,3113,652,2205,3308.278809,20,2,308,288,-1251442.41187296,586404.942369243
7618,247,1433,12.01118,697,1,3628,828,2718,608,1291,4000.590332,36,3,304,290,-1368763.36770378,490969.36485395
7619,244,1353,13.016972,770,1,3665,733,2726,463,1308,3229.941406,128,1,305,291,-1276916.38688835,576748.037972876
7620,244,1370,13.355764,769,1,3185,878,2633,538,1406,3385.545166,20,1,306,290,-1310541.63044127,574907.042403406
7621,244,1367,12.464449,767,1,3346,839,2660,529,1487,3260.651123,28,2,305,290,-1308916.88328043,575815.050546695
7622,242,1365,13.359918,801,1,3398,901,2793,559,1526,2965.949951,19,1,305,291,-1305936.87506266,577157.793494777
7623,250,1143,21.844826,645,1,3030,1152,2944,648,2097,3219.511719,15,1,308,289,-1310221.88756836,648232.264090091
7624,250,1121,13.947218,630,1,2769,1344,3043,712,2258,2930.463867,13,1,308,289,-1336354.00688631,660996.916982761
7625,249,1088,13.923464,676,1,2814,1463,3219,759,2507,2469.844971,20,1,309,289,-1390384.53235411,708483.568327593
7626,248,1024,12.928616,686,1,2376,1644,3221,815,2686,2347.023926,18,1,309,290,-1284226.19880887,692071.924002557
7627,247,1056,14.547563,716,1,2973,1302,3146,679,2326,2760.834717,19,1,309,289,-1270221.35739848,676540.487447563
7628,255,1376,15.344152,533,1,3428,1109,3033,712,1819,3941.371338,22,2,307,291,-1388422.34951509,494112.708113417
7629,269,1467,14.163336,107,1,3577,1107,3036,800,1589,58629.636719,8,0,305,293,-1294707.81770998,262483.792024552
7630,264,1866,13.132389,241,1,3812,829,2807,627,1238,5405.687012,47,3,303,293,-1193957.1848705,196405.131017455
7631,270,1203,12.895942,108,1,3395,846,2642,577,1304,4766.450684,26,2,304,294,-1449591.08230686,316512.578289994
7632,267,1263,14.39084,148,1,4033,911,3017,742,1252,5006.71875,59,3,303,293,-1442561.93884713,283113.459943779
7633,272,1247,17.408964,78,1,3827,941,2934,722,1380,5190.977539,38,1,304,293,-1454003.11316657,280451.576756974
7634,274,1318,15.117032,43,1,3862,925,2940,734,1310,4498.826172,22,1,304,294,-1459278.11835366,248391.039889072
7635,268,1313,12.152758,213,1,2891,1172,2757,810,2205,20946.416016,41,3,310,293,-1280668.67254374,355652.502895638
7636,271,1305,14.489103,155,1,3348,1028,2838,710,1556,4679.032227,33,2,307,293,-1278576.83613511,349046.83278432
7637,273,1385,10.861887,222,1,4064,863,3061,654,1233,4284.242188,151,9,306,294,-1296541.31351856,418944.491068217
7638,275,1390,15.131204,168,1,3544,916,2786,658,1431,4348.025879,20,2,307,293,-1292164.77303672,422130.812159315
7639,277,1230,16.979109,174,1,2651,1412,2968,832,2509,4089.439209,18,1,310,292,-1179091.91631084,415262.880934169
7640,275,1224,15.599131,231,1,3140,1201,2994,714,2167,7341.625488,29,1,309,293,-1168419.0298661,430299.735919224
7641,277,1198,13.177596,215,1,2986,1342,3133,748,2457,4177.885742,19,1,310,292,-1158267.92532084,434747.180729471
7642,275,1066,13.817412,177,1,3087,1050,2803,628,1736,4249.533203,16,1,308,293,-1085744.89025993,446133.265023205
7643,269,1734,35.82037,95,1,4129,881,2961,750,1345,5706.432129,5,0,304,292,-1224897.16723778,214472.171297238
7644,273,1336,13.226286,86,1,3381,1152,2980,781,1766,15322.225586,8,1,306,293,-1265398.86504549,310805.988428879
7645,275,1305,17.853252,65,1,3350,955,2768,646,1616,4462.23291,14,0,306,293,-1302207.02517461,337082.993448493
7646,275,1320,12.821111,76,1,3778,849,2882,600,1253,4333.480957,10,1,305,292,-1279700.74662982,324926.878247584
7647,274,1324,14.214069,70,1,3406,904,2682,631,1444,3437.990967,4,1,306,293,-1275517.42737708,321030.696012813
7648,266,1055,12.978221,352,1,2743,1405,3065,754,2418,3634.78418,9,1,311,292,-1086072.98334785,488965.219000573
7649,265,1072,11.459314,417,1,2975,997,2642,616,1855,3361.529297,110,15,310,294,-1098233.8544908,489474.976707523
7650,267,1562,13.157597,182,1,3308,995,2792,666,1564,4672.613281,21,1,306,292,-1176876.99831381,248915.148350791
7651,266,1541,14.033204,229,1,3339,868,2720,557,1451,5472.546875,23,0,305,292,-1138805.17844283,252338.486606563
7652,274,1316,20.123886,67,1,3713,867,2760,688,1300,4894.623047,12,1,305,293,-1304569.58096254,326110.759548145
7653,272,1341,14.276209,92,1,3935,865,2925,660,1294,4658.23291,13,0,305,292,-1296737.65755888,312477.946565639
7654,270,1654,14.750982,94,1,3589,1056,2892,876,1398,5136.553711,15,1,304,293,-1265373.36363435,223943.271836373
7655,270,1701,13.817412,117,1,3732,1016,2904,817,1380,5191.330078,18,1,304,293,-1267880.60174274,214131.75727043
7656,270,1656,12.538548,112,1,3470,1059,2854,827,1366,5137.222168,19,2,303,293,-1271923.89660529,222709.776969259
7657,272,1472,11.97267,330,1,3591,808,2724,565,1436,4595.138672,91,3,306,292,-1247444.42787761,432644.696288939
7658,265,1547,11.73227,403,1,3948,812,2970,564,1225,4910.55127,103,7,304,292,-1256280.06100465,443055.787050587
7659,275,1462,12.747724,209,1,3492,923,2868,598,1458,4659.289062,21,1,306,292,-1243409.69825118,438624.171516806
7660,276,1459,15.305828,206,1,3747,768,2701,569,1114,5017.410645,27,1,304,293,-1237345.94632894,445788.443153351
7661,272,1064,14.55588,238,1,3066,1175,2960,677,1992,3088.665283,22,1,310,293,-1084926.94505591,460938.500870148
7662,272,1063,14.97621,244,1,3120,1061,2785,689,1949,3305.09668,16,1,309,293,-1082224.04992113,460385.072485786
7663,272,1337,14.852598,98,1,3553,937,2762,718,1338,4915.172363,5,0,306,292,-1185957.46682641,298686.883107403
7664,272,1355,12.601534,109,1,3281,1114,2880,776,1609,4854.933594,29,2,306,292,-1189987.53211252,293887.294402003
7665,267,1366,15.669975,200,1,3317,1076,2926,711,1704,3184.968018,19,1,305,292,-1144839.66027435,289354.132327464
7666,257,1282,18.766977,311,1,4179,892,3043,759,1235,5284.929688,20,2,302,292,-1434521.27759112,295077.775887697
7667,274,1201,17.160107,44,1,3574,858,2800,569,1379,45525.515625,8,0,305,293,-1433739.34853863,331956.449841689
7668,270,1437,13.38757,126,1,3285,1110,2883,794,1690,4640.499512,23,2,305,293,-1180147.68312172,273519.184034415
7669,269,1362,12.772131,157,1,3311,1050,2849,754,1726,6064.280273,20,1,306,292,-1161077.41461074,290230.083134311
7670,275,1243,18.174877,241,1,3225,1016,2855,587,1871,3266.174805,16,1,309,293,-1172122.48621148,445438.396137741
7671,270,1256,13.201407,345,1,2766,1363,3061,729,2299,3735.304688,17,1,310,293,-1175005.48889163,462033.059287769
7672,274,1215,13.804205,290,1,2683,1171,2714,680,2101,3717.260254,36,3,311,293,-1161966.7161648,455934.817629162
7673,272,1240,13.626806,311,1,2663,1256,2872,642,2058,3846.087891,13,0,310,293,-1170160.41840666,459430.964968248
7674,269,1222,14.399508,374,1,2531,1235,2686,694,2013,3839.858154,7,1,309,292,-1164801.73022174,469859.942777493
7675,272,1230,12.662618,126,1,3362,1045,2812,747,1661,4529.715332,21,2,307,293,-1178636.30074269,333918.478572853
7676,265,1312,12.538548,235,1,3317,1100,2856,792,1625,4582.33252,45,3,306,293,-1181802.87146387,311181.291339724
7677,274,1265,12.52956,85,1,3542,972,2868,697,1378,4844.248047,8,2,306,292,-1204933.83387094,329085.981245009
7678,264,1767,12.235469,227,1,3391,951,2753,666,1450,3206.499023,41,3,304,293,-1192666.9389288,212978.002037311
7679,268,1679,13.581355,175,1,3610,814,2760,546,1296,4259.833008,26,2,304,293,-1156925.80309444,226524.668939303
7680,272,1303,12.880561,131,1,3538,980,2868,711,1481,4739.515625,23,1,306,294,-1327176.15352956,359152.741375891
7681,272,1323,15.820226,213,1,2933,1279,2962,786,2120,4261.248535,21,1,308,293,-1246297.66049917,395023.881726086
7682,273,1408,35.82037,202,1,2917,1304,3028,764,2268,4518.139648,14,0,309,293,-1264884.38018289,419688.337609575
7683,275,1384,14.741441,168,1,3019,1275,3041,761,2116,4378.426758,22,2,308,292,-1274849.19377553,418090.320733476
7684,271,1249,14.851649,196,1,3495,976,2776,736,1535,4046.567871,17,2,307,293,-1202731.30331285,372013.695317266
7685,273,1231,16.159218,173,1,3246,1040,2757,727,1772,4633.037598,13,1,307,293,-1193754.83572713,380010.143283505
7686,273,1221,15.626181,133,1,3391,1010,2797,749,1684,4568.978516,14,1,307,292,-1191365.05100783,359112.455345162
7687,269,1271,13.812233,197,1,3201,1008,2671,736,1397,3002.626465,11,1,308,292,-1208713.93496307,339542.155693033
7688,253,1332,12.790071,384,1,3989,950,2937,797,1318,10998.672852,34,3,303,292,-1408413.97470769,291758.528844735
7689,254,1334,14.163336,357,1,4235,826,2977,733,1223,5358.359375,21,0,302,292,-1401933.4971064,292765.120982008
7690,257,1323,11.706435,300,1,3617,1070,2983,850,1450,5627.745605,62,4,305,292,-1406208.9535964,288060.915879256
7691,253,1331,11.147154,402,1,4157,906,3024,783,1258,5562.443848,54,7,302,292,-1408196.51411355,292323.475661038
7692,257,1329,11.408316,342,1,4031,934,3014,825,1442,4550.364746,70,10,304,292,-1404489.07018614,287875.192979632
7693,255,1331,14.969356,334,1,4274,878,3056,730,1226,5360.470215,30,0,302,292,-1404588.71153391,290544.310721385
7694,263,1372,12.285074,257,1,5029,842,3403,822,1034,4883.807129,18,2,302,293,-1697407.55283467,288177.662444796
7695,265,1279,12.307565,212,1,3325,1222,2965,957,1715,65530,30,2,306,294,-1768720.28279258,299489.639649623
7696,264,1274,13.220592,221,1,4530,983,3342,862,1478,65530,33,2,307,294,-1770152.08766623,301366.617402118
7697,264,1274,14.844422,224,1,4378,968,3242,857,1279,50249.5,44,2,304,293,-1776709.1901232,297773.816237022
7698,263,1284,19.349483,221,1,4591,949,3248,854,1302,3745.627197,32,1,303,293,-1765966.16787131,300699.751640202
7699,264,1276,12.503443,229,1,4200,1032,3222,893,1517,4273.316406,27,4,304,293,-1767487.48729935,301261.127966233
7700,266,1281,12.64691,199,1,4296,968,3155,845,1539,53409.472656,47,2,306,294,-1773119.42180634,295901.013646095
7701,265,1275,12.880489,209,1,3907,1112,3095,927,1614,20419.830078,31,3,306,294,-1768945.09925221,300256.546805184
7702,265,1272,12.610389,212,1,4174,1028,3325,832,1346,40384.042969,39,2,304,294,-1771969.25891689,300039.426882023
7703,265,1274,12.705593,209,1,4092,1069,3179,950,1614,45830.503906,40,1,305,294,-1768847.64080921,301283.907849356
7704,265,1265,18.069473,211,1,4283,970,3225,805,1355,53441.277344,34,2,306,293,-1771398.72675117,302738.480398911
7705,265,1270,12.673625,220,1,4777,801,3298,739,1061,4144.321777,38,2,303,293,-1773781.20166304,300671.87038112
7706,264,1278,12.067276,233,1,3996,1122,3239,909,1514,22487.398438,33,3,304,293,-1775193.87422882,297127.207718804
7707,263,1264,35.82037,237,1,4870,892,3363,826,1147,3842.782715,25,0,302,293,-1776662.55471118,302689.891118571
7708,265,1280,12.307565,194,1,4567,929,3283,833,1378,29071.982422,26,2,305,294,-1771218.60091396,297936.618135791
7709,265,1261,12.345256,215,1,4562,932,3327,808,1301,2970.02002,19,2,304,293,-1772978.49775579,303262.047819808
7710,264,1268,13.894961,237,1,4646,870,3317,797,1168,3883.523682,49,3,303,293,-1776869.71086364,300544.586489923
7711,264,1279,11.135351,217,1,2883,1227,2713,902,1635,65530,81,7,306,294,-1769980.26949175,299231.054576594
7712,265,1268,12.409661,214,1,4854,868,3440,763,1154,4193.85498,28,2,303,293,-1772122.51577348,301138.484278708
7713,264,1285,11.672167,254,1,2849,1250,2766,915,1802,65530,38,4,307,294,-1769522.05434496,298071.731818854
7714,264,1257,13.355764,217,1,4474,939,3281,865,1323,5514.645508,20,1,305,293,-1772344.25041413,305289.163765046
7715,263,1266,12.44627,252,1,4843,851,3308,785,1162,3874.095703,31,4,302,293,-1776507.93922654,301015.993644032
7716,263,1275,12.209364,234,1,4410,977,3271,894,1262,4266.546875,31,2,303,293,-1776422.86645303,298326.841309681
7717,263,1271,12.493473,234,1,4692,903,3371,819,1199,3907.099854,40,3,303,293,-1774002.27985166,300143.781256411
7718,265,1286,12.202561,219,1,3844,1069,3020,895,1625,65530,26,2,305,294,-1768874.16916255,298789.844609346
7719,263,1273,13.873938,237,1,4498,931,3323,817,1223,3797.952637,42,3,303,293,-1776122.82065263,299826.387687135
7720,262,1273,12.89914,266,1,3524,1259,3052,1005,1831,65530,39,4,306,294,-1769857.11215817,303949.819138288
7721,263,1271,11.866323,237,1,3447,1185,3019,925,1644,65530,31,4,307,294,-1770316.49516484,302343.338025748
7722,265,1278,14.098667,211,1,2649,1283,2719,888,1645,65530,33,3,305,294,-1770609.93630959,298935.776963844
7723,265,1275,11.871502,203,1,4345,1017,3365,813,1450,65530,20,3,305,294,-1770204.12122652,299103.89646051
7724,263,1275,12.209364,234,1,4410,977,3271,894,1262,4266.546875,31,2,303,293,-1776092.08882608,298206.755741048
7725,264,1274,13.220592,221,1,4530,983,3342,862,1478,65530,33,2,307,294,-1770272.16024915,301780.423349209
7726,266,3127,13.359918,13,1,4113,913,2865,911,898,2425.067139,10,1,299,294,-1561868.40950116,20899.2476632696
7727,275,1101,13.334081,146,1,1642,1186,2120,641,1224,43940.457031,16,2,304,294,-1686219.53646406,563944.677880597
7728,267,1115,12.910088,288,1,3279,737,2578,414,1134,2580.188721,24,1,307,293,-1721320.81278384,576949.308925675
7729,266,1113,13.248212,293,1,3472,706,2624,419,1209,2585.43335,33,3,307,292,-1720720.59331692,581575.994581476
7730,267,3134,12.93366,17,1,3819,931,2690,922,873,7519.663086,11,1,299,294,-1562015.33354613,20233.4908958122
7731,266,2376,17.615267,19,1,4454,871,3079,833,1209,3083.575195,7,0,303,293,-1474159.2320358,49611.7265782585
7732,266,2373,14.894568,27,1,4433,707,2804,712,850,5620.875977,16,1,301,294,-1478571.48343582,54013.3293621944
7733,264,1278,13.559905,210,1,4360,904,3170,824,1289,56497.082031,37,3,303,294,-1772763.30183002,298371.284128132
7734,263,1272,12.354084,257,1,4717,946,3401,844,1258,4142.188477,50,2,303,293,-1775287.70921494,299535.786983522
7735,271,1681,14.681674,10,1,2910,1105,2674,775,1511,65530.636719,22,1,304,295,-1818188.73196625,201274.314924782
7736,265,1274,12.705593,209,1,4092,1069,3179,950,1614,45830.503906,40,1,305,294,-1768522.33036896,301060.241617981
7737,271,1675,16.903275,3,1,3697,885,2601,846,777,10584.512695,4,0,300,295,-1823123.87072266,202337.229379161
7738,261,1349,12.680926,294,1,4816,848,3311,832,1132,4778.964844,31,1,304,293,-1704303.6733218,294013.820511721
7739,246,1356,11.178793,516,1,4016,1038,3128,879,1367,2542.769531,151,7,305,293,-1659480.36447258,314697.242553326
7740,254,1334,16.861935,404,1,4941,762,3349,684,1004,4455.884766,17,1,301,292,-1656665.71177083,311833.77966482
7741,259,1327,21.187489,305,1,4816,853,3256,837,1034,4562.057129,43,1,301,293,-1693144.19566125,303005.884543209
7742,266,1708,13.803181,120,1,4704,861,3137,862,957,5391.136719,30,3,301,293,-1664255.39721894,219282.947340647
7743,268,1731,13.667287,77,1,2308,1368,2541,1040,1624,46570.996094,24,2,304,294,-1667076.24983434,214138.013899459
7744,259,1167,12.584281,399,1,3528,951,2839,687,1472,3986.130371,27,2,306,292,-1809236.08262815,424698.683999221
7745,265,1164,11.985894,246,1,3876,984,2937,819,1534,3696.856689,25,3,306,293,-1794386.17211703,347590.514790032
7746,262,1179,12.307565,259,1,3704,1106,3018,860,1785,2169.825195,23,2,307,293,-1774270.41626399,339137.807299302
7747,266,3148,14.033204,21,1,4107,838,2722,883,851,6497.637207,9,0,298,294,-1563476.16875559,19107.151651494
7748,266,3127,13.894554,20,1,4245,849,2798,882,872,7738.595215,7,0,298,294,-1560108.57088387,19651.485532895
7749,267,3142,13.40981,13,1,3937,865,2742,868,869,5956.992188,10,1,299,294,-1563436.9283792,20558.7567403886
7750,266,3114,13.470188,25,1,4008,844,2718,854,839,7873.419922,9,0,298,294,-1559285.67043625,20581.9632127098
7751,267,3156,14.300019,11,1,4201,825,2808,839,829,6406.57373,12,2,298,294,-1568481.20290204,24508.2936097537
7752,266,1281,12.64691,199,1,4296,968,3155,845,1539,53409.472656,47,2,306,294,-1773433.22222625,295105.824192307
7753,263,2138,11.241324,118,1,4511,926,3168,932,1164,7546.577148,44,6,301,294,-1378418.87599779,74577.6824970819
7754,259,2196,14.027228,144,1,4278,975,3101,883,1280,6176.833008,12,0,301,293,-1386602.05484797,60851.2216109393
7755,272,1547,13.470188,25,1,4711,871,3157,881,974,4170.359375,6,1,301,293,-1798985.90830225,223020.40438921
7756,261,1165,12.508605,378,1,3550,928,2813,691,1505,3994.325684,30,2,306,292,-1786194.0829598,434406.750130097
7757,196,1219,13.621256,1567,1,4543,502,3005,304,887,10617.790039,198,11,300,291,1032945.58732714,-736840.347180818
7758,188,1333,16.204573,1755,1,3945,632,2752,437,858,12576.080078,114,6,299,287,1037477.06778999,-735072.095500582
7759,172,1298,12.349591,1941,1,4643,536,3035,396,918,12063.983398,54,2,296,283,1073675.86070775,-709341.013905185
7760,128,1787,11.932222,2762,1,3858,1010,2801,1020,1286,11122.386719,267,13,295,279,1059349.48993573,-711696.47666802
7761,164,1478,15.288046,2132,1,3866,810,2705,730,1078,8816.584961,217,6,295,283,1042443.56514979,-731643.343754332
7762,160,1519,13.027735,2205,1,3835,759,2672,650,1155,9633.741211,41,2,297,282,1042354.9824846,-727070.57761516
7763,201,891,11.253759,1512,1,4095,643,2951,362,1230,11567.555664,88,6,303,287,1165910.96090941,-755056.99438289
7764,204,900,10.790905,1474,1,3053,868,2611,485,1793,8853.361328,121,10,307,288,1186429.80611098,-760632.861397656
7765,204,1184,17.678743,1518,1,4234,534,2807,357,1179,41083.773438,112,1,298,289,1035111.34578917,-778148.547310585
7766,193,1170,11.587955,1710,1,3706,899,3037,520,1734,9226.057617,104,13,303,287,1090691.09780534,-791919.892252124
7767,205,918,11.656891,1471,1,2628,933,2451,461,1703,6060.939941,96,4,309,289,1138977.55458813,-802037.31966614
7768,180,1287,10.875032,1851,1,4093,670,2870,469,1095,9794.884766,126,18,299,283,1066641.04293717,-835906.412305434
7769,202,887,13.83418,1454,1,2236,488,1560,360,876,8331.729492,69,3,301,290,1157010.36072525,-753477.703674997
7770,173,1234,13.551769,1902,1,3951,616,2743,408,1152,14507.310547,47,3,297,284,1086098.2172011,-701233.854427016
7771,161,1403,13.108582,2136,1,4143,692,2830,593,1105,10123.737305,120,6,296,282,1072042.26799235,-706627.884528443
7772,160,1104,10.716846,2220,1,3940,799,2928,548,1243,8931.910156,153,11,298,284,1113540.30946321,-710143.799194655
7773,192,1283,12.052791,1647,1,4109,603,2728,461,902,14818.374023,241,14,298,288,1035261.60101146,-742036.036904408
7774,211,876,12.054577,1357,1,4320,582,2958,367,1222,9600.904297,81,3,304,287,1161915.17311836,-730933.991349299
7775,191,962,10.643205,1732,1,3564,759,2758,428,1334,9881.915039,278,11,302,288,1138121.72829632,-756429.034668599
7776,190,1065,10.814513,1831,1,3420,622,2434,389,1027,49925.515625,285,19,303,289,1117667.99537059,-764174.495863534
7777,193,907,10.844316,1699,1,3631,776,2850,416,1394,9379.830078,149,9,303,288,1150858.70983509,-745586.257767612
7778,199,1192,11.54935,1587,1,3774,734,2847,449,1238,10382.851562,155,9,300,287,1069163.3579075,-775142.364909283
7779,196,1195,10.531302,1692,1,3860,782,3006,457,1350,9711.280273,150,12,301,287,1076031.9673104,-806374.75501633
7780,207,1131,11.636225,1446,1,4388,577,3028,344,1196,10893.893555,78,9,302,288,1097361.57846681,-808906.605793978
7781,193,937,11.72646,1566,1,3706,900,3118,458,1671,8684.791016,116,8,304,288,1137993.05101826,-687425.779270824
7782,207,881,12.409502,1384,1,3498,789,2779,434,1597,10331.073242,55,4,307,287,1146624.31498537,-699080.947553537
7783,196,1278,10.687709,1488,1,3985,644,2860,382,1083,11432.706055,183,11,299,287,1085065.41039191,-738252.410685447
7784,190,1233,10.640228,1717,1,3770,815,2978,471,1168,8191.407715,117,12,299,287,1084650.5861038,-754827.883128301
7785,196,1213,11.160277,1639,1,3750,657,2678,412,1124,10058.354492,194,20,300,287,1070687.19557835,-768372.265728867
7786,190,1227,14.400899,1683,1,3835,818,2946,528,1384,8061.908691,231,11,301,287,1072600.73573161,-789497.814314554
7787,198,1142,11.312582,1695,1,3948,822,3107,462,1484,12731.78418,82,6,303,287,1094325.4925612,-774770.264132751
7788,202,1100,12.226184,1514,1,3778,880,3092,486,1989,7918.496094,121,7,305,288,1101127.14118954,-787165.009203
7789,172,1606,10.771874,1901,1,3830,546,2601,329,843,9901.984375,145,10,299,286,995724.103206835,-826987.88947653
7790,187,1428,10.941658,1608,1,3941,466,2551,307,815,10716.193359,146,9,301,287,1002505.06656791,-813024.362469371
7791,186,1342,35.82037,1473,0,276,189,293,275,150,65534,0,0,NA,NA,998683.658191124,-808738.704469648
7792,183,1484,10.50509,1716,1,4005,539,2678,361,930,43028.902344,172,24,299,286,999420.176057732,-817693.097362423
7793,221,1079,12.10483,1033,1,4071,523,2780,286,1008,12366.458008,153,8,303,289,1006856.28692949,-844503.067108591
7794,150,1492,12.336359,2453,1,3851,857,2933,601,1169,7756.626465,319,3,295,282,1061078.51772644,-731640.291090195
7795,165,1341,11.89056,2086,1,3849,787,2909,529,1194,34603.398438,284,19,296,283,1066497.0494147,-739152.71719224
7796,162,1376,9.910007,2216,1,4080,713,3004,447,1072,25309.482422,363,23,296,283,1068685.25917412,-722133.511173351
7797,180,1284,10.002031,1924,1,3884,712,2875,450,1229,10342.141602,204,20,297,284,1068520.13126074,-764587.799979684
7798,163,1365,10.370968,2271,1,4074,788,2974,609,1228,11116.994141,196,15,296,283,1065426.65540228,-752046.169252633
7799,162,1404,10.294085,2250,1,4122,868,3134,627,1284,13353.510742,234,16,295,282,1058194.98556836,-761213.631615994
7800,187,1337,10.709289,1770,1,3817,608,2697,368,1081,10558.451172,195,20,300,288,1035626.58134279,-792056.025598381
7801,164,1478,11.245691,2104,1,4041,577,2729,399,1000,10760.915039,262,18,297,284,1039664.11839369,-790828.151948467
7802,195,1282,9.999886,1615,1,3828,632,2729,380,1060,12764.767578,176,21,300,288,1034523.1568685,-791781.504264155
7803,202,1210,11.320107,1636,1,4257,613,2988,368,1301,10668.985352,84,11,302,288,1048684.93809117,-776901.163043619
7804,184,1254,10.281129,1797,1,3569,788,2746,543,1297,7665.199707,108,16,301,287,1068281.43956998,-827067.231255676
7805,209,915,13.68775,1381,1,3641,637,2643,359,1255,10662.896484,46,4,304,289,1170976.09944024,-716634.472114517
7806,205,893,11.726884,1438,1,3003,978,2722,518,1809,6755.916992,108,8,306,288,1181141.47951996,-763956.799218202
7807,199,896,13.673884,1481,1,3663,691,2697,432,1452,8806.629883,81,5,305,287,1174822.8020808,-760971.230832027
7808,197,898,10.79604,1540,1,3411,761,2687,428,1585,8741.583984,154,10,305,287,1176980.30532682,-760416.322780929
7809,211,914,14.619534,1292,1,3562,589,2470,373,1270,9958.542969,32,0,306,290,1195495.81754615,-769698.325808712
7810,208,914,14.841132,1368,1,2807,943,2589,475,1789,7791.06543,37,2,309,289,1196456.22050378,-764809.818325063
7811,207,951,11.567217,1467,1,2993,945,2670,506,1539,64566.210938,66,4,305,289,1124990.17493193,-761647.994791674
7812,206,970,10.55324,1441,1,3646,924,2916,629,1688,65530,113,13,307,289,1120189.95009921,-764995.327802426
7813,194,1199,12.964643,1636,1,3645,817,2873,497,1343,8456.835938,77,5,302,287,1074014.93133498,-826671.013182117
7814,166,1368,10.285102,2169,1,3118,662,2227,470,1021,8593.973633,333,30,298,286,1073002.64862819,-831858.996378346
7815,208,962,21.058886,1380,1,3689,880,2988,535,1622,53346.105469,63,0,306,289,1121784.06065655,-759996.271246164
7816,195,1050,10.901911,1664,1,3483,662,2552,393,1091,11837.984375,327,25,303,289,1116813.83364694,-759283.931484497
7817,204,988,12.762295,1523,1,1822,1102,2115,650,1787,65530,124,9,307,289,1119684.53707033,-762530.988432518
7818,206,983,11.234891,1440,1,3430,812,2766,437,1332,12755.634766,147,13,303,289,1119935.32173195,-756564.492984726
7819,207,947,11.50416,1443,1,3044,1083,2901,563,1664,65199.300781,77,5,305,289,1125212.94105192,-761971.368315681
7820,207,967,11.685365,1479,1,4018,666,2910,387,1243,13217.013672,93,4,303,288,1122031.07398329,-756466.994798793
7821,203,993,12.604573,1516,1,3396,821,2734,473,1420,65530,127,5,304,289,1119371.5564846,-759784.571629534
7822,208,974,12.092042,1493,1,1707,1209,2193,654,1855,65530,129,8,307,289,1119024.03584774,-761685.993390675
7823,207,958,11.671703,1469,1,2604,1091,2624,584,1738,65530,84,4,306,290,1122641.97691203,-762949.512785817
7824,207,955,13.03082,1409,1,3786,899,3082,537,1612,65305.132812,79,5,305,289,1123912.61318093,-761488.224704335
7825,207,950,11.217998,1429,1,2948,1107,2882,572,1754,7382.467773,71,7,305,289,1124729.79913325,-760203.265059791
7826,208,962,21.058886,1380,1,3689,880,2988,535,1622,53346.105469,63,0,306,289,1121741.90435651,-759882.813208788
7827,207,951,11.567217,1467,1,2993,945,2670,506,1539,64566.210938,66,4,305,289,1124475.23144399,-761059.441348589
7828,187,1206,16.206118,1782,1,4025,846,3065,592,1519,9764.584961,97,3,301,287,1087297.26067468,-774477.033832541
